City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Country,Date
293,Waingapu,-9.66,120.26,87.82,55,1,10.11,clear sky,ID,2020-10-23 03:57:22
294,Vaitape,-16.52,-151.75,80.73,69,33,9.46,scattered clouds,PF,2020-10-23 03:57:22
295,Tangkak,2.27,102.55,87.8,66,20,4.7,few clouds,MY,2020-10-23 03:57:23
296,Jacareacanga,-6.22,-57.75,75.87,90,96,1.25,overcast clouds,BR,2020-10-23 03:57:23
297,Acarau,-2.89,-40.12,78.87,79,87,14.36,overcast clouds,BR,2020-10-23 03:57:23
298,Comarapa,-17.9,-64.48,61.48,85,98,2.48,light rain,BO,2020-10-23 03:57:23
299,Arlit,18.74,7.39,81.18,18,0,11.25,clear sky,NE,2020-10-23 03:57:24
300,Atar,20.52,-13.05,81.95,37,0,8.99,clear sky,MR,2020-10-23 03:57:24
301,Khandbari,27.37,87.2,77.27,39,0,2.19,clear sky,NP,2020-10-23 03:57:24
302,Liberal,37.04,-100.92,44.6,75,90,25.28,overcast clouds,US,2020-10-23 03:57:25
303,Srednekolymsk,67.45,153.68,17.69,92,72,3.91,broken clouds,RU,2020-10-23 03:57:25
304,Yerbogachen,61.28,108.01,39.52,78,100,15.86,overcast clouds,RU,2020-10-23 03:57:26
305,Axim,4.87,-2.24,77.77,87,69,6.51,light rain,GH,2020-10-23 03:57:27
306,Tautira,-17.73,-149.15,78.8,74,40,1.12,shower rain,PF,2020-10-23 03:57:27
307,Mudanya,40.38,28.88,60.8,100,40,0.51,fog,TR,2020-10-23 03:57:27
308,Kununurra,-15.77,128.73,102.2,18,0,12.75,clear sky,AU,2020-10-23 03:57:28
309,Iskateley,67.68,53.15,22.78,97,33,8.21,scattered clouds,RU,2020-10-23 03:57:28
310,Simbahan,6.3,120.58,84.31,71,100,11.01,overcast clouds,PH,2020-10-23 03:57:28
311,Ostersund,63.18,14.64,26.6,92,16,5.82,few clouds,SE,2020-10-23 03:57:28
312,Vanimo,-2.67,141.3,84.22,65,73,6.2,broken clouds,PG,2020-10-23 03:57:28
313,Makakilo City,21.35,-158.09,80.6,74,1,5.82,clear sky,US,2020-10-23 03:57:29
314,Salalah,17.02,54.09,73.4,49,0,2.24,clear sky,OM,2020-10-23 03:57:29
315,Santa Marta,11.24,-74.2,82.99,75,45,1.99,scattered clouds,CO,2020-10-23 03:52:57
316,Tynda,55.17,124.72,25.95,87,0,3.06,clear sky,RU,2020-10-23 03:57:29
317,Zhangye,38.93,100.45,57.47,30,28,7.11,scattered clouds,CN,2020-10-23 03:57:29
318,Victoria,22.29,114.16,75.99,50,100,14.03,moderate rain,HK,2020-10-23 03:54:08
319,Saint-Joseph,-21.37,55.62,77.0,65,0,11.41,clear sky,RE,2020-10-23 03:57:30
320,Mount Gambier,-37.83,140.77,64.4,82,90,10.29,overcast clouds,AU,2020-10-23 03:57:30
321,Byron Bay,-28.65,153.62,82.4,69,75,18.34,broken clouds,AU,2020-10-23 03:57:31
322,Bandarbeyla,9.49,50.81,80.15,64,95,4.56,overcast clouds,SO,2020-10-23 03:57:31
323,Port Macquarie,-31.43,152.92,82.99,50,1,1.99,clear sky,AU,2020-10-23 03:57:31
324,Fortuna,40.6,-124.16,48.99,76,1,5.68,clear sky,US,2020-10-23 03:57:32
325,Osypenko,46.91,36.83,54.0,100,99,7.0,overcast clouds,UA,2020-10-23 03:57:32
326,General Artigas,-26.93,-56.22,75.02,65,100,3.69,overcast clouds,PY,2020-10-23 03:57:32
327,Lumut,4.23,100.63,86.0,74,20,2.24,few clouds,MY,2020-10-23 03:57:32
328,Lexington,37.99,-84.48,64.4,72,1,5.82,clear sky,US,2020-10-23 03:54:52
329,Vikramasingapuram,8.71,77.39,89.6,66,20,5.82,few clouds,IN,2020-10-23 03:57:33
330,Los Llanos De Aridane,28.66,-17.92,66.2,63,0,8.05,clear sky,ES,2020-10-23 03:57:33
331,Nioro,13.35,-15.75,76.93,72,0,4.92,clear sky,GM,2020-10-23 03:57:33
332,Bonthe,7.53,-12.51,77.56,86,13,3.98,light rain,SL,2020-10-23 03:57:34
333,Teguise,29.06,-13.56,64.4,72,0,5.82,clear sky,ES,2020-10-23 03:57:34
334,Tupik,54.43,119.93,31.01,88,0,1.3,clear sky,RU,2020-10-23 03:57:34
335,Sa Kaeo,13.75,102.33,78.53,61,78,7.83,broken clouds,TH,2020-10-23 03:57:34
336,Da Nang,16.07,108.22,78.8,65,75,3.36,broken clouds,VN,2020-10-23 03:57:35
337,Solnechnyy,50.72,136.63,38.55,75,100,7.94,overcast clouds,RU,2020-10-23 03:57:35
338,Natal,-5.79,-35.21,75.2,94,40,4.7,scattered clouds,BR,2020-10-23 03:57:35
339,Lezhe,41.78,19.64,42.8,93,0,3.36,clear sky,AL,2020-10-23 03:57:35
340,Payo,-3.75,103.64,89.26,55,100,2.55,overcast clouds,ID,2020-10-23 03:57:35
341,Batagay-Alyta,67.8,130.41,7.41,88,0,3.98,clear sky,RU,2020-10-23 03:57:35
342,Namibe,-15.2,12.15,68.59,85,22,10.4,few clouds,AO,2020-10-23 03:57:36
343,Belmonte,-15.86,-38.88,73.4,83,75,11.41,broken clouds,BR,2020-10-23 03:57:36
344,Hokitika,-42.72,170.97,56.19,73,23,6.2,few clouds,NZ,2020-10-23 03:57:36
345,Farmington,36.73,-108.22,55.4,17,1,2.42,clear sky,US,2020-10-23 03:57:36
346,Hwange,-18.37,26.5,72.03,46,0,5.19,clear sky,ZW,2020-10-23 03:57:37
347,Thetford Mines,46.09,-71.3,39.4,96,41,3.47,scattered clouds,CA,2020-10-23 03:57:37
348,Guerrero Negro,27.98,-114.06,66.58,82,2,10.02,clear sky,MX,2020-10-23 03:57:37
349,San Patricio,28.02,-97.52,79.0,83,20,12.75,few clouds,US,2020-10-23 03:57:37
350,Marsa Matruh,31.35,27.25,62.6,77,0,8.46,clear sky,EG,2020-10-23 03:57:37
351,Roma,43.21,-75.46,57.99,87,75,5.82,broken clouds,US,2020-10-23 03:55:04
352,Richards Bay,-28.78,32.04,69.69,84,26,10.38,scattered clouds,ZA,2020-10-23 03:57:38
353,Hanzhong,33.07,107.03,66.49,49,59,4.79,broken clouds,CN,2020-10-23 03:57:38
354,Zeya,53.75,127.27,31.98,88,0,4.83,clear sky,RU,2020-10-23 03:57:38
355,Taga,46.95,24.05,32.0,68,20,4.7,mist,RO,2020-10-23 03:57:38
356,Biak,-0.91,122.88,85.71,57,0,1.59,clear sky,ID,2020-10-23 03:57:39
357,Mizan Teferi,6.98,35.58,63.25,83,68,2.39,broken clouds,ET,2020-10-23 03:57:39
358,Pinaring,7.23,124.31,89.83,54,99,6.02,overcast clouds,PH,2020-10-23 03:57:39
359,Kljajicevo,45.77,19.28,42.8,93,0,8.05,clear sky,RS,2020-10-23 03:57:39
360,Illintsi,49.1,29.22,50.0,81,0,4.47,clear sky,UA,2020-10-23 03:57:39
361,Syke,52.9,8.83,51.01,93,2,5.82,clear sky,DE,2020-10-23 03:57:40
362,Dickinson,29.46,-95.05,78.8,83,40,4.7,scattered clouds,US,2020-10-23 03:57:40
363,Kviteseid,59.4,8.49,36.0,98,18,1.99,few clouds,NO,2020-10-23 03:57:40
364,Karak,31.17,35.75,55.4,28,0,5.82,haze,JO,2020-10-23 03:57:40
365,Balkhash,46.84,74.98,42.8,70,20,8.95,moderate rain,KZ,2020-10-23 03:57:40
366,Harper,4.38,-7.72,77.81,87,96,4.59,overcast clouds,LR,2020-10-23 03:57:41
367,Lambarene,-0.7,10.24,73.81,95,100,4.21,light rain,GA,2020-10-23 03:57:42
368,Corinto,37.94,22.96,62.6,59,0,2.1,clear sky,GR,2020-10-23 03:57:42
369,Gushikawa,26.35,127.87,71.6,83,90,13.87,light rain,JP,2020-10-23 03:57:42
370,Te Anau,-45.42,167.72,56.3,58,97,6.58,light rain,NZ,2020-10-23 03:57:42
371,Nalut,30.33,10.85,63.91,49,0,13.4,clear sky,LY,2020-10-23 03:57:43
372,Canavieiras,-15.68,-38.95,75.15,87,95,2.82,overcast clouds,BR,2020-10-23 03:57:43
373,Upington,-28.45,21.26,77.0,22,82,9.17,broken clouds,ZA,2020-10-23 03:57:43
374,Ancud,-41.87,-73.82,44.01,86,48,2.24,scattered clouds,CL,2020-10-23 03:57:43
375,Malvern,34.36,-92.81,70.0,83,1,4.7,clear sky,US,2020-10-23 03:55:03
376,Praia,14.92,-23.51,77.0,83,20,11.41,few clouds,CV,2020-10-23 03:57:44
377,Murray Bridge,-35.12,139.27,63.0,96,100,5.01,light rain,AU,2020-10-23 03:57:44
378,Tsuruoka,38.72,139.82,62.6,93,75,2.24,light intensity shower rain,JP,2020-10-23 03:57:44
379,Shestakovo,56.49,103.96,42.71,70,94,5.28,overcast clouds,RU,2020-10-23 03:57:44
380,Rumphi,-11.02,33.86,67.71,64,0,5.88,clear sky,MW,2020-10-23 03:57:45
381,Derzhavinsk,51.1,66.32,30.81,87,6,12.73,clear sky,KZ,2020-10-23 03:57:45
382,Ahipara,-35.17,173.17,67.39,74,12,6.44,few clouds,NZ,2020-10-23 03:57:45
383,Iralaya,15.0,-83.23,80.08,85,58,4.21,broken clouds,HN,2020-10-23 03:57:45
384,Tawang,27.58,91.87,63.37,42,17,6.33,few clouds,IN,2020-10-23 03:57:45
385,Cabedelo,-6.98,-34.83,75.2,100,75,3.36,broken clouds,BR,2020-10-23 03:57:46
386,Denizli,37.84,29.07,42.8,87,0,1.07,clear sky,TR,2020-10-23 03:55:09
387,Mackay,-21.15,149.2,80.6,65,75,13.87,broken clouds,AU,2020-10-23 03:57:46
388,Uribia,11.71,-72.27,82.58,79,100,3.11,overcast clouds,CO,2020-10-23 03:57:46
389,Daru,-9.08,143.21,83.28,72,73,10.83,broken clouds,PG,2020-10-23 03:57:46
390,Zhigansk,66.77,123.37,23.47,94,100,33.44,overcast clouds,RU,2020-10-23 03:57:46
391,Pangnirtung,66.15,-65.71,26.6,92,90,3.36,light snow,CA,2020-10-23 03:57:47
392,Nabire,-3.37,135.48,84.49,63,77,4.9,broken clouds,ID,2020-10-23 03:57:47
393,Ipixuna,-1.76,-48.8,77.0,88,0,2.24,clear sky,BR,2020-10-23 03:57:47
394,Haines Junction,60.75,-137.51,20.68,82,0,2.44,clear sky,CA,2020-10-23 03:57:47
395,Alofi,-19.06,-169.92,80.6,78,75,14.99,broken clouds,NU,2020-10-23 03:57:47
396,Fatezh,52.09,35.86,46.4,87,75,4.47,broken clouds,RU,2020-10-23 03:57:48
397,Kavaratti,10.57,72.64,82.4,74,20,5.82,few clouds,IN,2020-10-23 03:57:48
398,Lensk,60.73,114.93,39.67,72,100,13.11,overcast clouds,RU,2020-10-23 03:57:48
399,Kuroiso,36.97,140.05,62.6,100,75,1.12,light intensity shower rain,JP,2020-10-23 03:57:48
400,Poum,-20.23,164.02,77.7,74,0,9.48,light rain,NC,2020-10-23 03:57:49
401,Gizo,-8.1,156.84,84.96,66,98,4.54,overcast clouds,SB,2020-10-23 03:57:49
402,Barreirinha,-2.79,-57.07,80.37,58,37,1.48,scattered clouds,BR,2020-10-23 03:53:27
403,Coolum Beach,-26.53,153.1,79.0,68,13,3.0,few clouds,AU,2020-10-23 03:57:50
404,Gravdal,68.12,13.5,37.4,76,75,11.41,shower rain,NO,2020-10-23 03:57:50
405,Dongsheng,39.82,109.98,44.76,47,0,5.84,clear sky,CN,2020-10-23 03:57:50
406,Manzil Salim,35.86,8.48,60.8,55,0,6.93,clear sky,TN,2020-10-23 03:57:51
407,Shu,43.6,73.76,45.37,71,100,11.83,light rain,KZ,2020-10-23 03:57:51
408,Kendrapara,20.5,86.42,78.8,94,40,3.36,haze,IN,2020-10-23 03:57:51
409,Tiznit,29.58,-9.5,59.52,84,100,1.88,overcast clouds,MA,2020-10-23 03:57:51
410,Matara,5.95,80.54,84.61,70,78,11.48,broken clouds,LK,2020-10-23 03:57:51
411,Beringovskiy,63.05,179.32,38.89,87,79,18.03,broken clouds,RU,2020-10-23 03:57:52
412,Sabratah,32.79,12.49,69.03,45,0,4.27,clear sky,LY,2020-10-23 03:57:52
413,Nakatunguru,-2.12,33.07,68.0,94,20,8.88,thunderstorm,TZ,2020-10-23 03:57:52
414,Pitimbu,-7.47,-34.81,75.2,100,75,3.36,broken clouds,BR,2020-10-23 03:56:20
415,Okhotsk,59.38,143.3,37.87,93,100,30.71,moderate rain,RU,2020-10-23 03:57:52
416,Orlik,52.52,99.83,34.65,72,74,1.83,broken clouds,RU,2020-10-23 03:57:53
417,Port Lincoln,-34.73,135.87,60.49,85,100,21.3,moderate rain,AU,2020-10-23 03:57:53
418,Ituporanga,-27.41,-49.6,69.01,91,95,1.99,overcast clouds,BR,2020-10-23 03:57:53
419,Ugoofaaru,5.67,73.0,82.44,77,19,13.2,few clouds,MV,2020-10-23 03:57:53
420,Strezhevoy,60.73,77.59,24.8,85,75,4.47,light shower snow,RU,2020-10-23 03:57:53
421,Anadyr,64.75,177.48,33.8,86,40,6.71,scattered clouds,RU,2020-10-23 03:57:54
422,Descalvado,-21.9,-47.62,66.52,77,15,4.7,few clouds,BR,2020-10-23 03:57:54
423,Vila Velha,-20.33,-40.29,73.4,78,40,8.05,scattered clouds,BR,2020-10-23 03:57:54
424,Guayanilla,18.02,-66.79,80.01,86,100,5.88,overcast clouds,PR,2020-10-23 03:57:55
425,Port Blair,11.67,92.75,84.18,76,73,10.42,broken clouds,IN,2020-10-23 03:57:55
426,Maraa,-1.83,-65.37,71.67,95,98,2.04,overcast clouds,BR,2020-10-23 03:57:55
427,Stirion,38.4,22.72,57.99,66,0,1.01,clear sky,GR,2020-10-23 03:57:55
428,Zapolyarnyy,69.42,30.81,32.0,98,75,21.92,broken clouds,RU,2020-10-23 03:57:56
429,Ust-Tsilma,65.44,52.15,19.06,96,2,3.38,clear sky,RU,2020-10-23 03:57:56
430,Qaqortoq,60.72,-46.03,23.0,73,59,2.24,broken clouds,GL,2020-10-23 03:57:56
431,West Bay,19.37,-81.42,80.6,88,40,9.17,scattered clouds,KY,2020-10-23 03:57:56
432,Kahului,20.89,-156.47,86.0,48,40,4.7,scattered clouds,US,2020-10-23 03:56:37
433,Cortez,37.35,-108.59,46.4,33,1,8.05,clear sky,US,2020-10-23 03:57:57
434,Sarany,58.5,58.88,15.62,96,45,6.51,scattered clouds,RU,2020-10-23 03:57:57
435,Douglas,41.3,-96.17,37.4,86,90,10.29,overcast clouds,US,2020-10-23 03:57:57
436,Kutum,14.2,24.67,71.15,21,87,13.31,overcast clouds,SD,2020-10-23 03:57:57
437,Belyy Yar,53.6,91.39,42.8,52,0,8.95,clear sky,RU,2020-10-23 03:57:58
438,Humaita,-7.51,-63.02,73.74,95,98,2.48,overcast clouds,BR,2020-10-23 03:57:58
439,Kushiro,42.98,144.37,57.2,100,75,21.92,mist,JP,2020-10-23 03:57:58
440,Kirakira,-10.45,161.92,81.48,73,99,11.39,overcast clouds,SB,2020-10-23 03:57:59
441,Dicabisagan,17.08,122.42,84.88,73,100,2.8,overcast clouds,PH,2020-10-23 03:57:59
442,Shubarshi,48.59,57.19,30.96,88,15,4.16,few clouds,KZ,2020-10-23 03:57:59
443,Saint-Pierre,-21.34,55.48,77.0,65,0,11.41,clear sky,RE,2020-10-23 03:57:59
444,Santa Maria,-29.68,-53.81,64.71,89,91,8.63,overcast clouds,BR,2020-10-23 03:57:59
445,Broken Hill,-31.95,141.43,68.0,72,40,21.92,scattered clouds,AU,2020-10-23 03:58:00
446,Pesochnyy,60.12,30.16,48.99,95,100,12.77,overcast clouds,RU,2020-10-23 03:58:00
447,Mount Isa,-20.73,139.5,78.8,65,75,10.29,broken clouds,AU,2020-10-23 03:58:00
448,Aykhal,66.0,111.5,23.0,100,90,11.18,light shower snow,RU,2020-10-23 03:58:00
449,Cervo,43.67,-7.41,51.01,98,29,11.01,scattered clouds,ES,2020-10-23 03:58:00
450,Port Hardy,50.7,-127.42,42.8,93,90,4.7,light rain,CA,2020-10-23 03:58:01
451,Progreso,21.28,-89.67,80.01,83,40,4.7,scattered clouds,MX,2020-10-23 03:58:01
452,High Level,58.52,-117.14,23.0,73,90,5.82,light snow,CA,2020-10-23 03:58:01
453,Port Augusta,-32.5,137.77,62.6,100,75,13.87,thunderstorm,AU,2020-10-23 03:58:01
454,Jurm,36.86,70.83,47.23,45,6,3.87,clear sky,AF,2020-10-23 03:58:01
455,Honiara,-9.43,159.95,86.0,74,75,8.05,shower rain,SB,2020-10-23 03:58:02
456,Yulara,-25.24,130.99,77.0,33,0,16.11,clear sky,AU,2020-10-23 03:58:02
457,Kizukuri,40.81,140.39,64.99,77,75,20.8,light rain,JP,2020-10-23 03:58:02
458,Bambari,5.77,20.68,68.63,95,99,0.65,overcast clouds,CF,2020-10-23 03:58:02
459,Lander,42.83,-108.73,19.4,92,90,3.36,mist,US,2020-10-23 03:57:57
460,Kidal,18.44,1.41,81.84,15,0,10.74,clear sky,ML,2020-10-23 03:58:03
461,Matamoros,25.53,-103.25,82.4,28,5,0.67,clear sky,MX,2020-10-23 03:58:03
462,Ereymentau,51.62,73.1,31.37,85,0,16.4,clear sky,KZ,2020-10-23 03:58:03
463,Shimanovsk,52.0,127.7,34.25,83,90,10.94,overcast clouds,RU,2020-10-23 03:58:03
464,Gamba,-2.65,10.0,76.53,87,100,7.31,overcast clouds,GA,2020-10-23 03:58:04
465,Gunnedah,-30.98,150.25,86.0,40,40,13.87,scattered clouds,AU,2020-10-23 03:58:04
466,Haapiti,-17.57,-149.87,78.8,74,40,1.12,shower rain,PF,2020-10-23 03:58:05
467,Lukulu,-14.37,23.24,66.09,51,41,2.59,scattered clouds,ZM,2020-10-23 03:58:05
468,Garbolovo,60.34,30.5,48.99,95,100,10.65,overcast clouds,RU,2020-10-23 03:58:05
469,Kalianget,-7.05,113.93,86.85,61,10,7.18,clear sky,ID,2020-10-23 03:58:05
470,Saint-Jean-Port-Joli,47.22,-70.27,37.99,62,21,6.69,few clouds,CA,2020-10-23 03:58:05
471,Omboue,-1.57,9.26,76.91,86,100,7.85,light rain,GA,2020-10-23 03:58:06
472,Xambioa,-6.41,-48.54,79.68,55,2,2.93,clear sky,BR,2020-10-23 03:58:06
473,Dovolnoye,54.5,79.67,35.33,84,42,17.52,scattered clouds,RU,2020-10-23 03:58:06
474,Semirom,31.42,51.57,44.73,43,0,3.06,clear sky,IR,2020-10-23 03:58:06
475,Akyab,20.15,92.9,82.99,82,87,19.42,overcast clouds,MM,2020-10-23 03:58:06
476,Stornoway,58.21,-6.39,48.99,87,100,26.4,light rain,GB,2020-10-23 03:58:07
477,Vostok,46.49,135.88,29.84,99,100,8.28,overcast clouds,RU,2020-10-23 03:58:07
478,Betsiamites,48.94,-68.65,33.8,89,1,4.7,clear sky,CA,2020-10-23 03:58:07
479,Lac Du Bonnet,50.25,-96.06,30.0,98,99,4.12,overcast clouds,CA,2020-10-23 03:58:07
480,La Asuncion,11.03,-63.86,81.1,86,1,16.31,clear sky,VE,2020-10-23 03:54:35
481,Madang,-5.22,145.8,83.16,80,75,5.41,light rain,PG,2020-10-23 03:58:08
482,Kasangulu,-4.59,15.17,77.0,83,75,6.93,broken clouds,CD,2020-10-23 03:58:08
483,Tuy Hoa,13.08,109.3,81.9,64,66,8.99,broken clouds,VN,2020-10-23 03:58:08
484,Conde,-7.26,-34.91,75.2,100,75,3.36,broken clouds,BR,2020-10-23 03:58:08
485,Constitucion,-35.33,-72.42,49.68,83,2,12.19,clear sky,CL,2020-10-23 03:58:09
486,Bejar,40.39,-5.76,48.0,95,69,5.57,broken clouds,ES,2020-10-23 03:58:09
487,Canutama,-6.53,-64.38,73.22,95,100,0.69,moderate rain,BR,2020-10-23 03:58:09
488,Shellbrook,53.22,-106.4,23.0,79,90,11.41,overcast clouds,CA,2020-10-23 03:58:09
489,Novikovo,51.15,37.89,46.74,86,40,9.22,scattered clouds,RU,2020-10-23 03:58:10
490,Takoradi,4.88,-1.76,76.69,90,46,6.08,light rain,GH,2020-10-23 03:58:10
491,Severo-Kurilsk,50.68,156.12,47.07,77,6,9.73,clear sky,RU,2020-10-23 03:58:10
492,Elmira,42.09,-76.81,62.01,100,75,4.76,mist,US,2020-10-23 03:58:06
493,Ostrovnoy,68.05,39.51,31.68,96,100,15.64,overcast clouds,RU,2020-10-23 03:58:10
494,San Felipe,10.34,-68.74,73.6,92,43,0.98,scattered clouds,VE,2020-10-23 03:58:11
495,Liepaja,56.54,21.04,55.4,93,100,18.34,overcast clouds,LV,2020-10-23 03:58:11
496,Comitancillo,15.08,-91.72,66.0,91,100,1.92,overcast clouds,GT,2020-10-23 03:58:11
497,Oriximina,-1.77,-55.87,81.88,55,0,3.24,clear sky,BR,2020-10-23 03:58:11
498,Arak,34.09,49.69,49.62,46,0,0.92,clear sky,IR,2020-10-23 03:58:11
499,Kemi,65.86,24.82,30.2,92,90,8.05,overcast clouds,FI,2020-10-23 03:58:12
500,Dauphin,51.15,-100.05,17.6,85,1,6.93,clear sky,CA,2020-10-23 03:58:12
501,Solms,50.77,9.6,57.99,93,100,5.01,overcast clouds,DE,2020-10-23 03:58:12
502,Shirokiy,49.76,129.52,34.88,79,65,11.34,broken clouds,RU,2020-10-23 03:58:13
503,Baie-Comeau,49.22,-68.15,32.0,95,1,4.7,clear sky,CA,2020-10-23 03:58:09
504,Santa Maria Del Oro,25.93,-105.37,63.25,48,0,4.07,clear sky,MX,2020-10-23 03:58:13
505,Puerto Baquerizo Moreno,-0.9,-89.6,69.13,86,53,10.54,broken clouds,EC,2020-10-23 03:58:13
506,Parnamirim,-5.92,-35.26,75.2,94,40,4.7,scattered clouds,BR,2020-10-23 03:58:13
507,Hoi An,15.88,108.33,78.8,65,75,3.36,broken clouds,VN,2020-10-23 03:58:14
508,Vao,-22.67,167.48,74.88,85,29,15.52,scattered clouds,NC,2020-10-23 03:58:14
509,Caravelas,-17.71,-39.25,72.25,89,71,3.94,broken clouds,BR,2020-10-23 03:58:14
510,Verkhnyaya Khava,51.84,39.94,48.2,76,0,11.18,clear sky,RU,2020-10-23 03:58:14
511,Batagay,67.63,134.63,8.62,91,0,4.63,clear sky,RU,2020-10-23 03:58:14
512,Batemans Bay,-35.72,150.18,80.01,51,62,5.01,light rain,AU,2020-10-23 03:55:54
513,Solenzo,12.18,-4.08,79.65,45,74,2.35,broken clouds,BF,2020-10-23 03:58:15
514,Houma,29.6,-90.72,75.99,94,1,5.82,clear sky,US,2020-10-23 03:58:15
515,Pueblo,38.25,-104.61,41.0,60,90,12.75,overcast clouds,US,2020-10-23 03:54:27
516,San Juan,-31.54,-68.54,69.44,48,0,8.03,clear sky,AR,2020-10-23 03:58:15
517,Lapugiu De Jos,45.88,22.48,49.32,50,4,1.81,light rain,RO,2020-10-23 03:58:16
518,Dawei,14.08,98.2,86.86,59,61,1.12,broken clouds,MM,2020-10-23 03:58:16
519,Touros,-5.2,-35.46,75.2,94,40,4.7,scattered clouds,BR,2020-10-23 03:58:16
520,Hithadhoo,-0.6,73.08,83.44,76,83,14.88,broken clouds,MV,2020-10-23 03:58:16
521,Hostotipaquillo,21.07,-104.07,68.0,89,80,4.0,broken clouds,MX,2020-10-23 03:58:16
522,Todos Santos,23.45,-110.22,82.0,84,2,1.01,clear sky,MX,2020-10-23 03:58:17
523,Dhandhuka,22.37,71.98,87.06,27,3,7.02,clear sky,IN,2020-10-23 03:58:17
524,Kananga,-5.9,22.42,69.71,98,100,2.98,overcast clouds,CD,2020-10-23 03:58:17
525,Ewa Beach,21.32,-158.01,80.6,74,1,5.82,clear sky,US,2020-10-23 03:58:17
526,Semey,50.41,80.23,33.8,62,90,8.95,overcast clouds,KZ,2020-10-23 03:58:18
527,Igarka,67.47,86.58,3.96,94,100,7.99,overcast clouds,RU,2020-10-23 03:58:18
528,Morant Bay,17.88,-76.41,78.8,83,75,23.04,broken clouds,JM,2020-10-23 03:58:18
529,Saint-Augustin,51.23,-58.65,33.96,88,0,11.52,clear sky,CA,2020-10-23 03:58:19
530,Nantucket,41.28,-70.1,55.99,86,90,3.36,fog,US,2020-10-23 03:54:19
531,Teofilo Otoni,-17.86,-41.51,68.86,91,100,5.12,light rain,BR,2020-10-23 03:58:19
532,Russell,32.35,-85.2,71.6,93,1,6.4,clear sky,US,2020-10-23 03:58:19
533,Onega,63.91,38.14,32.25,98,100,15.43,snow,RU,2020-10-23 03:58:19
534,Udachnyy,66.42,112.4,23.0,100,90,11.18,light shower snow,RU,2020-10-23 03:58:20
535,Bayburt,40.26,40.23,42.75,68,0,0.07,clear sky,TR,2020-10-23 03:58:20
536,Rawah,34.48,41.91,67.66,36,4,9.31,clear sky,IQ,2020-10-23 03:58:20
537,Coquimbo,-29.95,-71.34,53.6,87,3,5.82,clear sky,CL,2020-10-23 03:58:20
538,Dire Dawa,9.59,41.87,72.18,39,98,0.18,overcast clouds,ET,2020-10-23 03:58:21
539,Kenora,49.82,-94.43,26.6,73,75,3.36,broken clouds,CA,2020-10-23 03:53:52
540,Jiaonan,35.88,119.98,62.01,36,20,8.95,few clouds,CN,2020-10-23 03:56:29
541,Burnie,-41.07,145.92,52.23,93,100,3.85,overcast clouds,AU,2020-10-23 03:58:21
542,Praya,14.92,-23.51,77.0,83,20,11.41,few clouds,CV,2020-10-23 03:58:21
543,Moba,33.23,105.02,49.69,71,99,6.93,overcast clouds,CN,2020-10-23 03:58:22
544,Kyabe,9.45,18.94,72.57,80,99,3.18,overcast clouds,TD,2020-10-23 03:58:22
545,Ochamchira,42.71,41.47,56.08,45,0,3.89,clear sky,GE,2020-10-23 03:58:22
546,Eldorado,-23.79,-54.28,72.39,53,0,6.62,clear sky,BR,2020-10-23 03:58:23
547,Tbilisskaya,45.36,40.19,49.57,74,0,5.21,clear sky,RU,2020-10-23 03:58:23
548,Zalantun,48.0,122.72,42.73,52,0,15.55,clear sky,CN,2020-10-23 03:58:23
549,Abu Zabad,12.35,29.25,77.07,60,0,4.5,clear sky,SD,2020-10-23 03:58:23
550,Maneadero,31.72,-116.57,63.0,80,17,1.01,few clouds,MX,2020-10-23 03:53:44
551,Yavas,54.42,42.85,42.89,94,100,8.16,overcast clouds,RU,2020-10-23 03:58:24
552,Chapais,49.78,-74.85,30.2,92,90,4.7,overcast clouds,CA,2020-10-23 03:58:24
553,Kruisfontein,-34.0,24.73,63.97,64,98,6.08,overcast clouds,ZA,2020-10-23 03:58:25
554,Ouadda,8.08,22.4,67.89,86,100,2.13,overcast clouds,CF,2020-10-23 03:58:25
555,Aripuana,-9.17,-60.63,74.07,93,72,1.81,heavy intensity rain,BR,2020-10-23 03:58:25
556,Rayevskiy,54.07,54.95,28.56,94,0,3.62,clear sky,RU,2020-10-23 03:58:25
557,Mbandaka,0.05,18.26,71.28,96,100,2.04,overcast clouds,CD,2020-10-23 03:58:26
558,Taitung,22.76,121.14,77.0,69,75,9.17,broken clouds,TW,2020-10-23 03:58:26
559,Trairi,-3.28,-39.27,78.78,78,76,9.66,broken clouds,BR,2020-10-23 03:58:26
560,Mwingi,-0.93,38.06,65.95,82,10,4.32,clear sky,KE,2020-10-23 03:58:26
561,Jibuti,11.5,42.5,80.6,57,1,8.1,haze,DJ,2020-10-23 03:58:27
562,Westport,41.14,-73.36,66.2,88,90,3.4,overcast clouds,US,2020-10-23 03:57:57
563,Micomeseng,2.15,10.62,68.74,99,100,1.39,light rain,GQ,2020-10-23 03:58:27
564,Kibala,9.11,18.35,73.2,80,100,3.38,overcast clouds,TD,2020-10-23 03:58:27
565,Inta,66.03,60.17,25.18,98,100,9.44,light snow,RU,2020-10-23 03:58:28
566,Ornskoldsvik,63.29,18.72,30.2,92,0,9.17,clear sky,SE,2020-10-23 03:58:28
