City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
306,Manta,-0.95,-80.73,73.4,78,40,13.87,EC,2020-10-21 01:51:55
307,Tomatlan,19.93,-105.25,77.76,91,82,1.74,MX,2020-10-21 01:51:55
308,Komsomolskiy,40.43,71.72,50.0,36,0,9.17,UZ,2020-10-21 01:51:55
309,Karaman,37.08,33.25,49.66,79,42,1.68,TR,2020-10-21 01:51:55
310,Port-Gentil,-0.72,8.78,78.26,86,100,12.97,GA,2020-10-21 01:51:56
311,Epe,6.58,3.98,76.23,95,86,3.96,NG,2020-10-21 01:51:56
312,Dodoma,-6.17,35.74,63.21,82,7,5.7,TZ,2020-10-21 01:51:56
313,Cleethorpes,53.56,-0.03,59.0,93,100,13.87,GB,2020-10-21 01:51:57
314,Bubaque,11.28,-15.83,81.55,83,11,12.62,GW,2020-10-21 01:51:57
315,Maldonado,-34.67,-54.92,52.0,71,100,13.87,UY,2020-10-21 01:51:58
316,Qiongshan,20.01,110.35,71.6,73,40,13.42,CN,2020-10-21 01:51:58
317,Chegdomyn,51.12,133.02,45.1,62,100,1.52,RU,2020-10-21 01:51:58
318,Oranjemund,-28.55,16.43,57.22,68,0,13.24,NA,2020-10-21 01:51:58
319,Hyderabad,17.38,78.47,73.0,100,75,3.36,IN,2020-10-21 01:51:59
320,Tazovskiy,67.47,78.7,20.37,98,100,16.17,RU,2020-10-21 01:51:59
321,Karera,25.47,78.15,74.71,31,0,1.34,IN,2020-10-21 01:51:59
322,Xicotencatl,23.02,-98.88,81.0,59,0,4.0,MX,2020-10-21 01:51:59
323,Parnarama,-5.68,-43.09,85.64,39,87,1.43,BR,2020-10-21 01:52:00
324,Paraguacu,-21.55,-45.74,65.39,89,98,4.54,BR,2020-10-21 01:52:00
325,Turkistan,43.0,68.0,47.7,46,0,5.97,KZ,2020-10-21 01:52:00
326,Vicente Guerrero,19.12,-98.17,60.8,63,75,12.75,MX,2020-10-21 01:51:54
327,Romny,50.75,33.47,37.26,89,100,3.2,UA,2020-10-21 01:52:01
328,Abu Dhabi,24.47,54.37,78.8,74,0,3.36,AE,2020-10-21 01:52:01
329,Lasa,46.62,10.7,48.99,100,5,5.82,IT,2020-10-21 01:52:02
330,Axim,4.87,-2.24,76.95,88,100,8.34,GH,2020-10-21 01:52:02
331,Pokosnoye,55.53,101.05,32.99,93,100,10.04,RU,2020-10-21 01:52:02
332,Les Escoumins,48.11,-69.02,34.11,91,100,4.38,CA,2020-10-21 01:52:02
333,Truckee,39.33,-120.18,71.6,17,5,10.29,US,2020-10-21 01:50:22
334,Waipawa,-41.41,175.52,62.6,67,45,19.46,NZ,2020-10-21 01:52:03
335,Moose Factory,51.26,-80.61,28.4,86,1,3.36,CA,2020-10-21 01:52:03
336,Shelburne,44.08,-80.2,41.0,93,75,3.36,CA,2020-10-21 01:52:03
337,Lebu,-37.62,-73.65,49.06,78,0,17.52,CL,2020-10-21 01:50:35
338,Neiafu,-18.65,-173.98,78.8,69,75,6.93,TO,2020-10-21 01:52:04
339,Lokosovo,61.13,74.82,33.62,97,100,9.37,RU,2020-10-21 01:52:04
340,Gombong,-7.61,109.51,62.01,80,95,0.98,ID,2020-10-21 01:52:05
341,Murygino,58.74,49.46,31.96,98,100,8.81,RU,2020-10-21 01:52:05
342,Blagoveshchenka,52.83,79.87,40.44,63,0,10.69,RU,2020-10-21 01:52:05
343,Vanino,49.09,140.25,47.93,52,100,4.5,RU,2020-10-21 01:52:05
344,Wilmington,34.23,-77.94,73.4,88,1,6.93,US,2020-10-21 01:51:32
345,Maceio,-9.67,-35.74,71.6,88,2,3.36,BR,2020-10-21 01:52:06
346,Gallup,35.53,-108.74,64.4,10,1,6.93,US,2020-10-21 01:52:06
347,Milton,34.13,-84.3,63.0,91,0,1.01,US,2020-10-21 01:52:06
348,Ostrovnoy,68.05,39.51,36.77,81,100,13.11,RU,2020-10-21 01:50:55
349,Maua,-23.67,-46.46,69.8,77,91,5.82,BR,2020-10-21 01:52:07
350,Katsuura,35.13,140.3,69.01,52,7,19.39,JP,2020-10-21 01:52:07
351,Idenao,4.25,9.0,77.0,94,20,4.7,CM,2020-10-21 01:52:08
352,Patacamaya,-17.23,-67.92,46.18,70,82,5.73,BO,2020-10-21 01:52:08
353,Honningsvag,70.98,25.97,38.59,74,41,4.59,NO,2020-10-21 01:52:08
354,Presidente Epitacio,-21.76,-52.12,73.72,84,0,1.16,BR,2020-10-21 01:52:08
355,Mundo Nuevo,18.7,-95.5,78.21,78,20,8.68,MX,2020-10-21 01:52:08
356,Kamaishi,39.27,141.88,55.4,66,20,3.36,JP,2020-10-21 01:52:09
357,Tura,25.52,90.22,78.82,80,0,2.08,IN,2020-10-21 01:52:09
358,Markova,48.68,24.41,38.26,77,98,5.75,UA,2020-10-21 01:52:09
359,Mombetsu,44.35,143.35,55.4,54,0,2.24,JP,2020-10-21 01:52:09
360,Sorland,67.67,12.69,37.4,64,40,4.7,NO,2020-10-21 01:52:09
361,Sisimiut,66.94,-53.67,33.17,90,100,27.11,GL,2020-10-21 01:51:10
362,Laguna,38.42,-121.42,80.6,30,1,1.79,US,2020-10-21 01:52:10
363,Honiara,-9.43,159.95,87.8,70,43,8.05,SB,2020-10-21 01:50:58
364,Imbituba,-28.24,-48.67,71.6,100,75,8.05,BR,2020-10-21 01:52:11
365,Bani,18.28,-70.33,82.0,80,78,1.01,DO,2020-10-21 01:52:11
366,Muncar,-8.43,114.33,83.89,73,10,6.76,ID,2020-10-21 01:52:11
367,Totness,5.88,-56.32,81.12,81,79,12.71,SR,2020-10-21 01:52:12
368,Suicheng,33.9,117.93,66.83,52,100,8.43,CN,2020-10-21 01:52:12
369,Luangwa,-15.62,30.42,76.19,36,0,1.57,ZM,2020-10-21 01:52:12
370,Pueblo Bello,8.2,-76.53,74.01,91,25,3.96,CO,2020-10-21 01:52:12
371,Tashtyp,52.79,89.9,38.03,75,4,2.53,RU,2020-10-21 01:52:13
372,Olinda,-8.01,-34.86,78.8,74,40,13.87,BR,2020-10-21 01:50:32
373,Jining,35.41,116.58,66.99,1,0,13.11,CN,2020-10-21 01:52:13
374,Almeirim,-1.52,-52.58,78.04,80,63,5.46,BR,2020-10-21 01:52:14
375,Letnyaya Stavka,45.43,43.45,44.4,69,17,7.72,RU,2020-10-21 01:52:14
376,Bonavista,48.65,-53.11,55.0,80,100,4.0,CA,2020-10-21 01:52:14
377,Kirkenes,69.73,30.05,26.6,92,40,5.82,NO,2020-10-21 01:52:14
378,Verkhnyaya Inta,65.98,60.31,20.41,98,100,3.13,RU,2020-10-21 01:52:15
379,Upata,8.01,-62.4,75.09,82,90,6.04,VE,2020-10-21 01:52:15
380,Veshenskaya,49.63,41.73,35.02,88,0,9.04,RU,2020-10-21 01:52:15
381,Fengzhen,40.44,113.15,36.19,60,0,12.33,CN,2020-10-21 01:52:15
382,Pangnirtung,66.15,-65.71,24.57,94,100,3.53,CA,2020-10-21 01:52:16
383,Vestmannaeyjar,63.44,-20.27,37.99,72,100,6.76,IS,2020-10-21 01:52:16
384,Antalaha,-14.9,50.28,72.09,84,100,11.3,MG,2020-10-21 01:52:16
385,Kuching,1.55,110.33,84.2,83,20,2.24,MY,2020-10-21 01:47:53
386,Luorong,24.41,109.61,65.8,66,6,14.0,CN,2020-10-21 01:52:17
387,Inta,66.03,60.17,21.31,97,100,3.22,RU,2020-10-21 01:52:17
388,Hervey Bay,-25.3,152.85,78.8,47,75,10.29,AU,2020-10-21 01:52:17
389,Coahuayana,18.73,-103.68,80.47,84,99,2.64,MX,2020-10-21 01:52:17
390,Kita,13.03,-9.49,75.67,39,0,2.01,ML,2020-10-21 01:52:18
391,Namie,37.48,141.0,64.99,60,76,5.01,JP,2020-10-21 01:52:18
392,Bardiyah,31.76,25.09,67.93,76,6,9.57,LY,2020-10-21 01:52:18
393,Ishimbay,53.45,56.04,35.29,84,83,5.7,RU,2020-10-21 01:52:18
394,Ahipara,-35.17,173.17,64.87,66,100,6.91,NZ,2020-10-21 01:50:49
395,Zhigansk,66.77,123.37,18.03,96,100,0.69,RU,2020-10-21 01:52:19
396,Manicore,-5.81,-61.3,78.93,72,6,0.69,BR,2020-10-21 01:52:19
397,Tautira,-17.73,-149.15,84.2,70,20,14.99,PF,2020-10-21 01:51:08
398,Geraldton,-28.77,114.6,68.0,68,75,18.34,AU,2020-10-21 01:52:20
399,Klyavlino,54.26,52.03,33.73,92,94,7.45,RU,2020-10-21 01:52:20
400,Hualmay,-11.1,-77.61,63.36,80,47,8.3,PE,2020-10-21 01:52:20
401,Chapais,49.78,-74.85,33.8,99,90,2.24,CA,2020-10-21 01:52:20
402,Big Rapids,43.7,-85.48,44.6,81,90,11.41,US,2020-10-21 01:52:20
403,Winton,37.39,-120.61,86.0,19,1,5.12,US,2020-10-21 01:52:21
404,Ayagoz,47.97,80.44,38.75,59,0,2.01,KZ,2020-10-21 01:52:21
405,Rawson,-43.3,-65.1,50.92,59,0,17.74,AR,2020-10-21 01:52:21
406,Nioro,13.35,-15.75,77.68,96,64,5.97,GM,2020-10-21 01:52:21
407,Kataysk,56.29,62.58,33.17,93,0,5.73,RU,2020-10-21 01:52:22
408,Ouadda,8.08,22.4,68.36,87,100,2.59,CF,2020-10-21 01:52:22
409,Dangriga,16.97,-88.23,80.01,90,4,5.12,BZ,2020-10-21 01:52:22
410,Doka,13.52,35.77,73.26,45,0,1.79,SD,2020-10-21 01:52:23
411,Myitkyina,25.38,97.4,74.98,89,77,2.39,MM,2020-10-21 01:52:23
412,Fairbanks,64.84,-147.72,23.0,79,75,1.12,US,2020-10-21 01:52:10
413,Santa Cruz De Tenerife,28.47,-16.25,68.0,88,75,12.75,ES,2020-10-21 01:52:23
414,Krasyliv,49.65,26.97,40.39,77,98,8.75,UA,2020-10-21 01:52:23
415,Moberly,39.42,-92.44,50.0,93,97,4.0,US,2020-10-21 01:52:24
416,Lazaro Cardenas,17.96,-102.2,80.4,87,40,4.85,MX,2020-10-21 01:52:24
417,Zuwarah,32.93,12.08,68.16,61,0,10.4,LY,2020-10-21 01:52:24
418,Skibbereen,51.55,-9.27,46.4,93,75,4.7,IE,2020-10-21 01:52:24
419,Pevek,69.7,170.31,31.03,95,84,16.37,RU,2020-10-21 01:52:20
420,Nelson Bay,-32.72,152.15,75.2,50,20,18.34,AU,2020-10-21 01:52:25
421,Carutapera,-1.2,-46.02,76.53,87,83,5.64,BR,2020-10-21 01:52:25
422,Ginda,30.69,78.49,60.8,87,20,3.36,IN,2020-10-21 01:52:25
423,Kosa,59.94,55.0,30.49,99,95,3.53,RU,2020-10-21 01:52:25
424,Noyabrsk,63.2,75.45,32.81,98,100,7.29,RU,2020-10-21 01:52:25
425,Monrovia,6.3,-10.8,77.83,87,100,5.21,LR,2020-10-21 01:52:26
426,Filadelfia,39.95,-75.16,64.99,93,40,3.36,US,2020-10-21 01:49:15
427,Mount Isa,-20.73,139.5,96.8,14,0,12.75,AU,2020-10-21 01:52:26
428,Pochutla,15.74,-96.47,77.0,94,87,1.01,MX,2020-10-21 01:50:35
429,Faya,18.39,42.45,55.4,23,0,6.93,SA,2020-10-21 01:52:27
430,Nioki,-2.72,17.68,70.43,98,100,1.34,CD,2020-10-21 01:52:27
431,Port Hawkesbury,45.62,-61.35,57.99,93,90,8.05,CA,2020-10-21 01:52:27
432,Plaster Rock,46.91,-67.39,44.6,75,90,9.17,CA,2020-10-21 01:52:28
433,Ondjiva,-17.07,15.73,66.34,27,0,5.08,AO,2020-10-21 01:52:28
434,Gravina In Puglia,40.82,16.42,50.0,100,5,2.24,IT,2020-10-21 01:52:28
435,Kamuli,0.95,33.12,64.22,98,99,1.59,UG,2020-10-21 01:52:28
436,Guaratuba,-25.88,-48.57,69.01,90,24,0.56,BR,2020-10-21 01:52:28
437,Vermillion,42.78,-96.93,44.6,87,90,4.7,US,2020-10-21 01:50:46
438,Prokhorovka,51.04,36.73,32.0,93,53,6.71,RU,2020-10-21 01:52:29
439,San Policarpo,12.18,125.51,85.3,74,100,13.15,PH,2020-10-21 01:52:29
440,Ambilobe,-13.2,49.05,71.47,79,91,3.42,MG,2020-10-21 01:52:29
441,Evensk,61.95,159.23,35.35,84,100,3.47,RU,2020-10-21 01:52:30
442,Half Moon Bay,37.46,-122.43,82.4,100,1,3.36,US,2020-10-21 01:50:52
443,Kapoeta,4.77,33.59,74.26,82,97,3.58,SS,2020-10-21 01:52:30
444,Praia Da Vitoria,38.73,-27.07,60.8,72,40,24.96,PT,2020-10-21 01:50:33
445,Dargaville,-35.93,173.88,65.37,65,100,3.15,NZ,2020-10-21 01:52:30
446,Vao,-22.67,167.48,73.35,83,99,13.27,NC,2020-10-21 01:52:32
447,Drogheda,53.72,-6.35,53.01,81,0,11.41,IE,2020-10-21 01:52:32
448,Nantucket,41.28,-70.1,64.0,93,90,6.93,US,2020-10-21 01:52:32
449,Esqueda,30.72,-109.58,70.0,23,0,7.61,MX,2020-10-21 01:52:32
450,Port-Cartier,50.03,-66.87,39.0,86,20,10.29,CA,2020-10-21 01:52:32
451,Farafangana,-22.82,47.83,69.82,89,12,6.24,MG,2020-10-21 01:52:33
452,Mporokoso,-9.37,30.12,67.06,77,100,1.43,ZM,2020-10-21 01:52:33
453,Athabasca,54.72,-113.29,25.38,87,58,4.99,CA,2020-10-21 01:52:33
454,Turtas,58.94,69.13,34.63,95,100,5.57,RU,2020-10-21 01:52:33
455,Chor,25.52,69.77,81.32,36,0,6.26,PK,2020-10-21 01:52:34
456,Nuuk,64.18,-51.72,32.0,91,90,11.41,GL,2020-10-21 01:52:34
457,Valparaiso,-33.04,-71.63,50.0,100,0,6.93,CL,2020-10-21 01:52:32
458,Derbent,42.07,48.29,57.61,73,100,7.18,RU,2020-10-21 01:52:35
459,Bathsheba,13.22,-59.52,82.4,74,20,9.17,BB,2020-10-21 01:52:35
460,Santa Rosa,14.31,121.11,82.4,83,90,6.93,PH,2020-10-21 01:51:03
461,Sinzheim,48.76,8.17,52.0,93,99,2.24,DE,2020-10-21 01:52:35
462,Alzamay,55.56,98.66,35.53,91,100,8.57,RU,2020-10-21 01:52:36
463,Saint-Louis,16.33,-15.0,88.7,17,35,7.05,SN,2020-10-21 01:52:36
464,Northam,51.03,-4.22,57.0,91,100,8.01,GB,2020-10-21 01:52:36
465,Bykovo,55.64,38.08,35.6,69,40,11.18,RU,2020-10-21 01:52:36
466,Nikki,9.94,3.21,73.33,79,6,6.38,BJ,2020-10-21 01:52:37
467,Ilulissat,69.22,-51.1,33.8,86,100,10.29,GL,2020-10-21 01:52:37
468,Zhezkazgan,47.8,67.71,43.54,49,53,7.63,KZ,2020-10-21 01:52:37
469,Tarakan,3.3,117.63,80.91,80,100,12.17,ID,2020-10-21 01:52:38
470,Pacific Grove,36.62,-121.92,63.0,72,1,6.93,US,2020-10-21 01:51:10
471,Bambanglipuro,-7.95,110.28,84.6,71,10,3.36,ID,2020-10-21 01:48:06
472,Nevelsk,46.67,141.86,51.8,66,2,8.95,RU,2020-10-21 01:52:38
473,Barrow,71.29,-156.79,26.6,86,90,13.87,US,2020-10-21 01:50:36
474,Arteaga,18.47,-102.42,68.29,98,97,2.46,MX,2020-10-21 01:52:39
475,Aalen,48.84,10.09,46.99,89,100,1.01,DE,2020-10-21 01:52:39
476,Kununurra,-15.77,128.73,93.2,49,12,6.93,AU,2020-10-21 01:52:39
477,Morehead,37.27,-87.18,68.0,93,90,7.61,US,2020-10-21 01:52:39
478,Trelew,-43.25,-65.31,51.46,49,0,16.11,AR,2020-10-21 01:52:38
479,Ryotsu,38.08,138.43,64.4,55,20,4.7,JP,2020-10-21 01:52:40
480,Lorengau,-2.02,147.27,84.51,68,94,4.5,PG,2020-10-21 01:52:40
481,Ypsonas,34.69,32.96,71.6,53,0,5.82,CY,2020-10-21 01:52:40
482,Bayan,46.08,127.4,51.01,83,90,20.4,CN,2020-10-21 01:52:41
483,Dagda,56.1,27.54,38.53,88,100,6.76,LV,2020-10-21 01:52:41
484,Mayen,50.33,7.22,55.0,76,100,11.41,DE,2020-10-21 01:52:41
485,Bell Ville,-32.63,-62.69,54.0,83,100,8.01,AR,2020-10-21 01:52:42
486,Eregli,37.51,34.05,52.83,60,62,0.45,TR,2020-10-21 01:52:42
487,Awbari,26.59,12.78,66.76,56,27,9.46,LY,2020-10-21 01:52:42
488,Srednekolymsk,67.45,153.68,19.0,96,81,5.5,RU,2020-10-21 01:52:42
489,Sawtell,-30.38,153.1,73.0,60,8,9.17,AU,2020-10-21 01:52:43
490,Teya,60.38,92.63,29.84,96,100,5.28,RU,2020-10-21 01:52:43
491,Castel Volturno,41.01,13.95,57.99,93,20,5.23,IT,2020-10-21 01:52:43
492,Yantikovo,55.82,47.91,33.8,97,75,13.42,RU,2020-10-21 01:52:44
493,Khani,41.96,42.96,57.2,93,75,2.24,GE,2020-10-21 01:52:44
494,Nha Trang,12.25,109.18,78.8,94,75,8.05,VN,2020-10-21 01:52:13
495,Ayan,56.45,138.17,36.73,75,100,9.71,RU,2020-10-21 01:52:44
496,Vero Beach,27.64,-80.4,82.0,74,75,14.99,US,2020-10-21 01:48:53
497,The Valley,18.22,-63.06,82.99,78,20,8.05,AI,2020-10-21 01:48:43
498,Bolotnoye,55.67,84.4,38.12,86,62,12.28,RU,2020-10-21 01:52:45
499,Pavilosta,56.89,21.19,46.4,87,100,6.93,LV,2020-10-21 01:52:45
500,Bowen,-20.02,148.23,84.2,51,90,9.17,AU,2020-10-21 01:52:45
501,Malinovskiy,61.2,62.84,27.77,98,4,4.32,RU,2020-10-21 01:52:46
502,Menongue,-14.66,17.69,66.97,26,0,6.62,AO,2020-10-21 01:52:46
503,Nizhneudinsk,54.91,99.03,36.57,80,97,4.79,RU,2020-10-21 01:52:46
504,Thinadhoo,0.53,72.93,81.81,81,100,12.77,MV,2020-10-21 01:51:21
505,Boda,4.32,17.47,70.09,94,100,1.45,CF,2020-10-21 01:52:46
506,Karla,59.37,24.93,37.4,93,40,5.82,EE,2020-10-21 01:52:47
507,Villa Constitucion,-33.23,-60.33,57.99,65,100,1.99,AR,2020-10-21 01:52:47
508,Beringovskiy,63.05,179.32,41.52,85,55,11.65,RU,2020-10-21 01:52:47
509,Beidao,34.57,105.89,57.16,36,35,2.01,CN,2020-10-21 01:52:47
510,Uwajima,33.22,132.56,69.8,60,20,6.93,JP,2020-10-21 01:52:47
511,Necochea,-38.55,-58.74,43.0,86,0,3.0,AR,2020-10-21 01:52:48
512,Santa Barbara,34.73,-120.03,62.6,72,1,8.05,US,2020-10-21 01:52:48
513,Kondinskoye,59.65,67.41,32.4,97,85,6.91,RU,2020-10-21 01:52:48
514,Qeshm,26.96,56.27,64.4,51,0,6.93,IR,2020-10-21 01:52:49
515,San Patricio,28.02,-97.52,79.0,78,20,10.29,US,2020-10-21 01:52:49
516,Sedalia,38.7,-93.23,50.0,87,90,7.09,US,2020-10-21 01:52:49
517,Margate,51.38,1.39,59.0,89,100,4.0,GB,2020-10-21 01:52:36
518,Taoudenni,22.68,-3.98,78.71,19,0,9.95,ML,2020-10-21 01:51:03
519,Kindu,-2.95,25.95,67.46,97,98,2.46,CD,2020-10-21 01:52:50
520,Shache,38.42,77.24,47.32,43,0,3.62,CN,2020-10-21 01:52:50
521,Raudeberg,61.99,5.14,44.01,93,100,11.41,NO,2020-10-21 01:52:50
522,Yeppoon,-23.13,150.73,84.2,48,75,8.05,AU,2020-10-21 01:52:51
523,El Dorado,38.77,-120.52,73.4,25,1,5.1,US,2020-10-21 01:52:51
524,Kudahuvadhoo,2.67,72.89,82.33,79,64,14.07,MV,2020-10-21 01:52:51
525,Sioux Lookout,50.1,-91.92,32.0,88,90,5.82,CA,2020-10-21 01:52:51
526,Boa Vista,2.82,-60.67,84.2,62,24,8.05,BR,2020-10-21 01:52:52
527,Plymouth,41.83,-70.83,62.6,93,90,1.34,US,2020-10-21 01:52:52
528,San Cristobal,7.77,-72.22,77.0,88,40,3.36,VE,2020-10-21 01:52:52
529,Seminole,28.71,-81.21,77.0,83,40,5.82,US,2020-10-21 01:51:24
530,Bedford,52.13,-0.47,57.99,93,100,9.37,GB,2020-10-21 01:52:53
531,Benghazi,32.12,20.07,70.32,58,11,12.44,LY,2020-10-21 01:52:53
532,Newcastle,-32.93,151.78,79.0,50,20,18.34,AU,2020-10-21 01:52:53
533,Grande Prairie,55.17,-118.8,24.8,92,75,4.7,CA,2020-10-21 01:52:53
534,Fez,34.04,-5.0,69.8,68,90,6.93,MA,2020-10-21 01:52:53
535,Wanning,18.8,110.4,74.91,80,80,16.17,CN,2020-10-21 01:52:54
536,Ancud,-41.87,-73.82,45.0,80,0,5.82,CL,2020-10-21 01:52:54
537,Guerrero Negro,27.98,-114.06,70.18,84,0,15.17,MX,2020-10-21 01:52:54
538,Calafell,41.2,1.57,69.01,100,100,3.0,ES,2020-10-21 01:52:54
539,Paris,48.85,2.35,57.2,93,100,11.41,FR,2020-10-21 01:52:13
540,Manggar,-2.88,108.27,86.11,65,89,4.12,ID,2020-10-21 01:52:55
541,Port Augusta,-32.5,137.77,82.0,49,0,8.05,AU,2020-10-21 01:52:55
542,Burns Lake,54.23,-125.75,29.79,95,100,2.21,CA,2020-10-21 01:52:56
543,Bergen,60.39,5.33,48.2,93,75,13.87,NO,2020-10-21 01:52:56
544,Islamkot,24.7,70.18,82.08,48,0,7.72,PK,2020-10-21 01:52:56
545,Brigantine,39.41,-74.36,63.0,100,90,3.36,US,2020-10-21 01:52:57
546,Waitati,-45.75,170.57,46.99,90,93,5.99,NZ,2020-10-21 01:52:57
547,Namatanai,-3.67,152.43,82.67,74,60,2.53,PG,2020-10-21 01:52:57
548,Fort Oglethorpe,34.95,-85.26,66.2,82,1,3.36,US,2020-10-21 01:52:57
549,College,64.86,-147.8,23.0,79,90,1.01,US,2020-10-21 01:48:51
550,Dunedin,-45.87,170.5,46.99,90,76,5.99,NZ,2020-10-21 01:50:15
551,Saint Pete Beach,27.73,-82.74,79.0,88,1,18.34,US,2020-10-21 01:52:58
552,Balkanabat,39.51,54.37,55.08,80,17,4.41,TM,2020-10-21 01:52:58
553,Oistins,13.07,-59.53,82.4,74,20,9.17,BB,2020-10-21 01:52:58
554,Suratgarh,29.32,73.9,74.41,19,0,7.9,IN,2020-10-21 01:52:59
555,Bodden Town,19.28,-81.25,81.0,83,20,5.82,KY,2020-10-21 01:52:59
556,Kieta,-6.22,155.63,84.85,67,99,4.38,PG,2020-10-21 01:52:59
557,Tabatinga,-4.25,-69.94,77.0,100,68,0.6,BR,2020-10-21 01:52:59
558,Vanimo,-2.67,141.3,83.86,73,100,1.63,PG,2020-10-21 01:51:33
559,Dmytrivka,45.97,28.99,46.65,65,0,5.77,UA,2020-10-21 01:53:00
560,Popricani,47.3,27.52,42.01,86,0,5.82,RO,2020-10-21 01:53:00
561,Anchorage,61.22,-149.9,37.99,59,1,3.36,US,2020-10-21 01:48:50
562,Marsala,37.8,12.44,53.6,81,16,4.7,IT,2020-10-21 01:53:00
563,Champerico,14.3,-91.92,66.0,99,100,9.22,GT,2020-10-21 01:53:01
564,Walker,30.73,-95.57,79.0,69,1,3.36,US,2020-10-21 01:53:01
565,Manacapuru,-3.3,-60.62,77.0,78,20,2.24,BR,2020-10-21 01:53:01
566,Huntsville,34.73,-86.59,68.0,77,1,5.82,US,2020-10-21 01:50:52
567,Camana,-16.62,-72.71,62.29,75,70,3.13,PE,2020-10-21 01:53:02
568,Vrangel,42.73,133.08,60.01,77,100,12.33,RU,2020-10-21 01:53:02
569,Frederikssund,55.84,12.07,52.0,93,100,1.01,DK,2020-10-21 01:53:02
570,San Juan,-31.54,-68.54,66.11,42,0,12.66,AR,2020-10-21 01:53:03
571,Zhob,31.34,69.45,53.17,30,0,2.17,PK,2020-10-21 01:53:03
572,Roxas,11.59,122.75,84.34,78,40,10.27,PH,2020-10-21 01:53:03
573,Quixeramobim,-5.2,-39.29,74.19,78,36,6.91,BR,2020-10-21 01:53:03
574,Khash,28.22,61.22,45.05,45,0,5.12,IR,2020-10-21 01:53:04
575,Wattegama,6.8,81.48,78.8,100,40,8.05,LK,2020-10-21 01:53:04
576,Sechura,-5.56,-80.82,65.95,76,4,13.27,PE,2020-10-21 01:53:04
577,Meadow Lake,34.8,-106.54,71.6,12,20,5.82,US,2020-10-21 01:53:05
578,Tabou,4.42,-7.35,77.05,82,67,4.43,CI,2020-10-21 01:53:05
579,Muli,2.92,73.57,82.4,79,85,13.82,MV,2020-10-21 01:53:05
580,Aldan,58.6,125.39,22.06,97,100,9.53,RU,2020-10-21 01:53:05
581,Cotofenii Din Dos,44.43,23.62,39.2,93,0,5.82,RO,2020-10-21 01:53:05
582,Bitkine,11.98,18.21,78.04,26,0,3.69,TD,2020-10-21 01:53:06
583,Winona,43.97,-91.77,33.01,100,90,6.87,US,2020-10-21 01:53:06
584,Bonthe,7.53,-12.51,77.95,86,100,4.81,SL,2020-10-21 01:53:06
585,Nesebar,42.78,27.73,59.0,72,40,12.75,BG,2020-10-21 01:53:06
